Taxon,Category,Associated crop type general,Associated crop type specific,Genus,Associated crop,SRSex,GRSex,ERSex,FCSex,FCSex priority category,SRSin,GRSin,ERSin,FCSin,FCSin priority category,FCSex value,FCSin value,FCSc_min,FCSc_max,FCSc mean,FCSc_min priority category,FCSc_max priority category,FCSc mean priority category,EOO status,AOO status,Combined threat assessment status,file_path
Ribes californicum,1A,Food,Fruits,Ribes,"Currant, gooseberry",0.484027106,0.0,0.0,0.161342369,UP,11.11111111,13.03919563,66.66666667,30.27232447,HP,0.161342369,30.27232447,0.161342369,30.27232447,15.21683342,UP,HP,UP,Least Concern (LC),Vulnerable (VU),Vulnerable (VU),./compiledSummaryDocs/Ribes/Ribes californicum_Run20200203_2020-08-18.html
Ribes californicum var. hesperium,1A,Food,Fruits,Ribes,"Currant, gooseberry",1.935483871,0.0,0.0,0.64516129,UP,16.92307692,14.16907291,66.66666667,32.58627217,HP,0.64516129,32.58627217,0.64516129,32.58627217,16.61571673,UP,HP,UP,Possible Near Threatened (NT),Endangered (EN),Endangered (EN),./compiledSummaryDocs/Ribes/Ribes californicum var. hesperium_Run20200203_2020-08-17.html
Ribes cereum,1A,Food,Fruits,Ribes,"Currant, gooseberry",0.361111111,5.603102251,33.33333333,13.09918223,UP,16.96428571,14.2012049,92.59259259,41.2526944,HP,13.09918223,41.2526944,13.09918223,41.2526944,27.17593832,UP,HP,HP,Least Concern (LC),Least Concern (LC),Least Concern (LC),./compiledSummaryDocs/Ribes/Ribes cereum_Run20200203_2020-08-18.html
Ribes cereum var. cereum,1A,Food,Fruits,Ribes,"Currant, gooseberry",0.981132075,3.039343044,30.43478261,11.48508591,UP,20.02902758,14.28252809,100.0,44.77051855,HP,11.48508591,44.77051855,11.48508591,44.77051855,28.12780223,UP,HP,HP,Least Concern (LC),Possible Near Threatened (NT),Possible Near Threatened (NT),./compiledSummaryDocs/Ribes/Ribes cereum var. cereum_Run20200203_2020-08-17.html
Ribes cereum var. colubrinum,1A,Food,Fruits,Ribes,"Currant, gooseberry",1.282051282,12.26891325,25.0,12.85032151,UP,25.58139535,33.51079073,100.0,53.03072869,MP,12.85032151,53.03072869,12.85032151,53.03072869,32.9405251,UP,MP,HP,Least Concern (LC),Endangered (EN),Endangered (EN),./compiledSummaryDocs/Ribes/Ribes cereum var. colubrinum_Run20200203_2020-08-17.html
Ribes curvatum,1A,Food,Fruits,Ribes,"Currant, gooseberry",0.704225352,9.137490168,20.0,9.947238507,UP,21.73913043,6.197269789,80.0,35.97880007,HP,9.947238507,35.97880007,9.947238507,35.97880007,22.96301929,UP,HP,UP,Least Concern (LC),Endangered (EN),Endangered (EN),./compiledSummaryDocs/Ribes/Ribes curvatum_Run20200203_2020-08-17.html
Ribes cynosbati,1A,Food,Fruits,Ribes,"Currant, gooseberry",0.7468553459999999,0.0,0.0,0.248951782,UP,3.937007874,3.786114887,95.65217391,34.45843222,HP,0.248951782,34.45843222,0.248951782,34.45843222,17.353692000000002,UP,HP,UP,Least Concern (LC),Vulnerable (VU),Vulnerable (VU),./compiledSummaryDocs/Ribes/Ribes cynosbati_Run20200203_2020-08-17.html
Ribes divaricatum,1A,Food,Fruits,Ribes,"Currant, gooseberry",1.335877863,0.0,0.0,0.445292621,UP,9.158415842,8.363445557,93.75,37.09062047,HP,0.445292621,37.09062047,0.445292621,37.09062047,18.76795654,UP,HP,UP,Least Concern (LC),Vulnerable (VU),Vulnerable (VU),./compiledSummaryDocs/Ribes/Ribes divaricatum_Run20200203_2020-08-17.html
Ribes echinellum,1A,Food,Fruits,Ribes,"Currant, gooseberry",5.479452055,9.815812162,33.33333333,16.20953252,UP,0.0,2.0913078240000003,100.0,34.03043594,HP,16.20953252,34.03043594,16.20953252,34.03043594,25.11998423,UP,HP,HP,Least Concern (LC),Endangered (EN),Endangered (EN),./compiledSummaryDocs/Ribes/Ribes echinellum_Run20200203_2020-08-17.html
Ribes erythrocarpum,1C,Food,Fruits,Ribes,"Currant, gooseberry",1.619433198,0.0,0.0,0.5398110660000001,UP,60.0,16.84811505,100.0,58.94937168,MP,0.5398110660000001,58.94937168,0.5398110660000001,58.94937168,29.74459138,UP,MP,HP,Least Concern (LC),Endangered (EN),Endangered (EN),./compiledSummaryDocs/Ribes/Ribes erythrocarpum_Run20200203_2020-08-17.html
Ribes glandulosum,1B,Food,Fruits,Ribes,"Currant, gooseberry",0.861141012,0.214275949,4.545454545,1.873623835,UP,12.97935103,10.26119035,95.45454545,39.56502895,HP,1.873623835,39.56502895,1.873623835,39.56502895,20.71932639,UP,HP,UP,Least Concern (LC),Vulnerable (VU),Vulnerable (VU),./compiledSummaryDocs/Ribes/Ribes glandulosum_Run20200203_2020-08-17.html
Ribes hirtellum,1A,Food,Fruits,Ribes,"Currant, gooseberry",1.104972376,0.572800847,9.523809523999999,3.733860915,UP,12.26415094,6.089112244,100.0,39.45108773,HP,3.733860915,39.45108773,3.733860915,39.45108773,21.59247432,UP,HP,UP,Least Concern (LC),Vulnerable (VU),Vulnerable (VU),./compiledSummaryDocs/Ribes/Ribes hirtellum_Run20200203_2020-08-17.html
Ribes howellii,1C,Food,Fruits,Ribes,"Currant, gooseberry",0.0,0.0,0.0,0.0,UP,0.0,12.67896109,100.0,37.5596537,HP,0.0,37.5596537,0.0,37.5596537,18.77982685,UP,HP,UP,Least Concern (LC),Endangered (EN),Endangered (EN),./compiledSummaryDocs/Ribes/Ribes howellii_Run20200203_2020-08-17.html
Ribes hudsonianum,1A,Food,Fruits,Ribes,"Currant, gooseberry",0.838825644,1.411960376,15.625,5.95859534,UP,15.4626109,19.49610549,84.375,39.77790546,HP,5.95859534,39.77790546,5.95859534,39.77790546,22.8682504,UP,HP,UP,Least Concern (LC),Possible Near Threatened (NT),Possible Near Threatened (NT),./compiledSummaryDocs/Ribes/Ribes hudsonianum_Run20200203_2020-08-18.html
Ribes hudsonianum var. hudsonianum,1A,Food,Fruits,Ribes,"Currant, gooseberry",0.0,0.0,0.0,0.0,UP,0.0,13.98592907,100.0,37.99530969,HP,0.0,37.99530969,0.0,37.99530969,18.99765485,UP,HP,UP,Least Concern (LC),Endangered (EN),Endangered (EN),./compiledSummaryDocs/Ribes/Ribes hudsonianum var. hudsonianum_Run20200203_2020-08-17.html
Ribes hudsonianum var. petiolare,1A,Food,Fruits,Ribes,"Currant, gooseberry",2.527472527,7.66705644,30.0,13.39817632,UP,22.69503546,19.93742,100.0,47.54415182,HP,13.39817632,47.54415182,13.39817632,47.54415182,30.47116407,UP,HP,HP,Least Concern (LC),Vulnerable (VU),Vulnerable (VU),./compiledSummaryDocs/Ribes/Ribes hudsonianum var. petiolare_Run20200203_2020-08-17.html
Ribes indecorum,1A,Food,Fruits,Ribes,"Currant, gooseberry",0.7502679529999999,0.0,0.0,0.250089318,UP,12.99093656,14.00925724,100.0,42.33339793,HP,0.250089318,42.33339793,0.250089318,42.33339793,21.29174363,UP,HP,UP,Least Concern (LC),Vulnerable (VU),Vulnerable (VU),./compiledSummaryDocs/Ribes/Ribes indecorum_Run20200203_2020-08-17.html
Ribes inerme,1A,Food,Fruits,Ribes,"Currant, gooseberry",1.48005148,2.168250807,20.83333333,8.160545207,UP,15.65533981,14.85953198,91.66666667,40.72717948,HP,8.160545207,40.72717948,8.160545207,40.72717948,24.44386235,UP,HP,UP,Least Concern (LC),Possible Near Threatened (NT),Possible Near Threatened (NT),./compiledSummaryDocs/Ribes/Ribes inerme_Run20200203_2020-08-17.html
Ribes lacustre,1B,Food,Fruits,Ribes,"Currant, gooseberry",1.145912911,8.920150551,32.35294118,14.13966821,UP,24.34567901,16.81068438,97.05882353,46.07172897,HP,14.13966821,46.07172897,14.13966821,46.07172897,30.10569859,UP,HP,HP,Least Concern (LC),Least Concern (LC),Least Concern (LC),./compiledSummaryDocs/Ribes/Ribes lacustre_Run20200203_2020-08-17.html
Ribes lasianthum,1A,Food,Fruits,Ribes,"Currant, gooseberry",1.219512195,0.0,0.0,0.406504065,UP,55.2238806,49.27263941,100.0,68.16550667,MP,0.406504065,68.16550667,0.406504065,68.16550667,34.28600537,UP,MP,HP,Least Concern (LC),Endangered (EN),Endangered (EN),./compiledSummaryDocs/Ribes/Ribes lasianthum_Run20200203_2020-08-17.html
Ribes laxiflorum,1A,Food,Fruits,Ribes,"Currant, gooseberry",0.918133129,4.663812444,30.43478261,12.00557606,UP,31.6344464,26.78313561,100.0,52.80586067,MP,12.00557606,52.80586067,12.00557606,52.80586067,32.40571836,UP,MP,HP,Least Concern (LC),Vulnerable (VU),Vulnerable (VU),./compiledSummaryDocs/Ribes/Ribes laxiflorum_Run20200203_2020-08-17.html
Ribes leptanthum,1A,Food,Fruits,Ribes,"Currant, gooseberry",0.465116279,1.7166067369999998,9.090909091,3.757544036,UP,16.3963964,11.37265929,100.0,42.58968523,HP,3.757544036,42.58968523,3.757544036,42.58968523,23.17361463,UP,HP,UP,Least Concern (LC),Vulnerable (VU),Vulnerable (VU),./compiledSummaryDocs/Ribes/Ribes leptanthum_Run20200203_2020-08-17.html
Ribes lobbii,1A,Food,Fruits,Ribes,"Currant, gooseberry",0.947867299,14.21272832,66.66666667,27.275754100000004,HP,16.11650485,13.3568741,91.66666667,40.38001521,HP,27.275754100000004,40.38001521,27.275754100000004,40.38001521,33.82788465,HP,HP,HP,Least Concern (LC),Vulnerable (VU),Vulnerable (VU),./compiledSummaryDocs/Ribes/Ribes lobbii_Run20200203_2020-08-17.html
Ribes malvaceum,1A,Food,Fruits,Ribes,"Currant, gooseberry",0.726517903,8.098035712,33.33333333,14.05262898,UP,10.81409478,13.61700833,100.0,41.47703437,HP,14.05262898,41.47703437,14.05262898,41.47703437,27.76483168,UP,HP,HP,Least Concern (LC),Vulnerable (VU),Vulnerable (VU),./compiledSummaryDocs/Ribes/Ribes malvaceum_Run20200203_2020-08-18.html
Ribes malvaceum var. malvaceum,1A,Food,Fruits,Ribes,"Currant, gooseberry",1.5503875969999998,0.0,0.0,0.516795866,UP,20.87912088,17.93071138,75.0,37.93661075,HP,0.516795866,37.93661075,0.516795866,37.93661075,19.22670331,UP,HP,UP,Least Concern (LC),Endangered (EN),Endangered (EN),./compiledSummaryDocs/Ribes/Ribes malvaceum var. malvaceum_Run20200203_2020-08-17.html
Ribes malvaceum var. viridifolium,1A,Food,Fruits,Ribes,"Currant, gooseberry",8.333333332999999,25.73480254,50.0,28.02271196,HP,14.03508772,9.392000861,100.0,41.14236286,HP,28.02271196,41.14236286,28.02271196,41.14236286,34.58253741,HP,HP,HP,Possible Near Threatened (NT),Endangered (EN),Endangered (EN),./compiledSummaryDocs/Ribes/Ribes malvaceum var. viridifolium_Run20200203_2020-08-17.html
Ribes marshallii,1A,Food,Fruits,Ribes,"Currant, gooseberry",0.45045045,0.0,0.0,0.15015015,UP,32.43243243,16.64322878,33.33333333,27.46966485,HP,0.15015015,27.46966485,0.15015015,27.46966485,13.8099075,UP,HP,UP,Least Concern (LC),Endangered (EN),Endangered (EN),./compiledSummaryDocs/Ribes/Ribes marshallii_Run20200203_2020-08-17.html
Ribes menziesii,1A,Food,Fruits,Ribes,"Currant, gooseberry",1.238095238,3.342492781,12.5,5.69352934,UP,15.15151515,12.68988633,87.5,38.44713383,HP,5.69352934,38.44713383,5.69352934,38.44713383,22.07033158,UP,HP,UP,Least Concern (LC),Vulnerable (VU),Vulnerable (VU),./compiledSummaryDocs/Ribes/Ribes menziesii_Run20200203_2020-08-17.html
Ribes mescalerium,1A,Food,Fruits,Ribes,"Currant, gooseberry",2.631578947,28.14910097,50.0,26.92689331,HP,0.0,6.9706499489999985,50.0,18.99021665,UP,26.92689331,18.99021665,18.99021665,26.92689331,22.95855498,UP,HP,UP,Vulnerable (VU),Endangered (EN),Endangered (EN),./compiledSummaryDocs/Ribes/Ribes mescalerium_Run20200203_2020-08-17.html
Ribes missouriense,1A,Food,Fruits,Ribes,"Currant, gooseberry",1.591981132,1.707465305,23.07692308,8.792123171,UP,3.780068729,2.94308397,84.61538462,30.4461791,HP,8.792123171,30.4461791,8.792123171,30.4461791,19.61915114,UP,HP,UP,Least Concern (LC),Vulnerable (VU),Vulnerable (VU),./compiledSummaryDocs/Ribes/Ribes missouriense_Run20200203_2020-08-17.html
Ribes montigenum,1A,Food,Fruits,Ribes,"Currant, gooseberry",0.320433818,0.8229649059999999,16.66666667,5.936688464,UP,33.26673327,31.62076932,94.44444444,53.11064901,MP,5.936688464,53.11064901,5.936688464,53.11064901,29.52366874,UP,MP,HP,Least Concern (LC),Least Concern (LC),Least Concern (LC),./compiledSummaryDocs/Ribes/Ribes montigenum_Run20200203_2020-08-17.html
Ribes nevadense,1A,Food,Fruits,Ribes,"Currant, gooseberry",0.882352941,5.48610581,37.5,14.62281958,UP,26.5758092,23.54189841,87.5,45.8725692,HP,14.62281958,45.8725692,14.62281958,45.8725692,30.24769439,UP,HP,HP,Least Concern (LC),Vulnerable (VU),Vulnerable (VU),./compiledSummaryDocs/Ribes/Ribes nevadense_Run20200203_2020-08-17.html
Ribes niveum,1A,Food,Fruits,Ribes,"Currant, gooseberry",1.285046729,7.729793457,22.22222222,10.41235414,UP,13.83495146,14.14101222,77.77777778,35.25124715,HP,10.41235414,35.25124715,10.41235414,35.25124715,22.83180064,UP,HP,UP,Least Concern (LC),Vulnerable (VU),Vulnerable (VU),./compiledSummaryDocs/Ribes/Ribes niveum_Run20200203_2020-08-17.html
Ribes oxyacanthoides,1A,Food,Fruits,Ribes,"Currant, gooseberry",1.037344398,0.0,0.0,0.34578146600000004,UP,0.0,16.94720864,66.66666667,27.87129177,HP,0.34578146600000004,27.87129177,0.34578146600000004,27.87129177,14.10853662,UP,HP,UP,Least Concern (LC),Vulnerable (VU),Vulnerable (VU),./compiledSummaryDocs/Ribes/Ribes oxyacanthoides_Run20200203_2020-08-18.html
Ribes oxyacanthoides subsp. cognatum,1A,Food,Fruits,Ribes,"Currant, gooseberry",0.0,0.0,0.0,0.0,UP,4.761904762,4.852260329,100.0,36.53805503,HP,0.0,36.53805503,0.0,36.53805503,18.26902752,UP,HP,UP,Least Concern (LC),Endangered (EN),Endangered (EN),./compiledSummaryDocs/Ribes/Ribes oxyacanthoides subsp. cognatum_Run20200203_2020-08-17.html
Ribes oxyacanthoides subsp. hendersonii,1A,Food,Fruits,Ribes,"Currant, gooseberry",0.0,0.0,0.0,0.0,UP,7.317073171,11.9202565,100.0,39.74577656,HP,0.0,39.74577656,0.0,39.74577656,19.87288828,UP,HP,UP,Least Concern (LC),Endangered (EN),Endangered (EN),./compiledSummaryDocs/Ribes/Ribes oxyacanthoides subsp. hendersonii_Run20200203_2020-08-17.html
Ribes oxyacanthoides subsp. irriguum,1A,Food,Fruits,Ribes,"Currant, gooseberry",1.312335958,10.11993923,22.22222222,11.2181658,UP,16.78832117,15.99485732,100.0,44.2610595,HP,11.2181658,44.2610595,11.2181658,44.2610595,27.73961265,UP,HP,HP,Least Concern (LC),Endangered (EN),Endangered (EN),./compiledSummaryDocs/Ribes/Ribes oxyacanthoides subsp. irriguum_Run20200203_2020-08-17.html
Ribes oxyacanthoides subsp. oxyacanthoides,1A,Food,Fruits,Ribes,"Currant, gooseberry",0.0,0.0,0.0,0.0,UP,8.633093525,12.60916667,100.0,40.41408673,HP,0.0,40.41408673,0.0,40.41408673,20.20704337,UP,HP,UP,Least Concern (LC),Endangered (EN),Endangered (EN),./compiledSummaryDocs/Ribes/Ribes oxyacanthoides subsp. oxyacanthoides_Run20200203_2020-08-17.html
Ribes oxyacanthoides subsp. setosum,1A,Food,Fruits,Ribes,"Currant, gooseberry",0.807537012,0.0,0.0,0.269179004,UP,17.09183673,18.17031087,77.77777778,37.67997513,HP,0.269179004,37.67997513,0.269179004,37.67997513,18.97457707,UP,HP,UP,Least Concern (LC),Vulnerable (VU),Vulnerable (VU),./compiledSummaryDocs/Ribes/Ribes oxyacanthoides subsp. setosum_Run20200203_2020-08-17.html
Ribes pinetorum,1A,Food,Fruits,Ribes,"Currant, gooseberry",0.436681223,4.658023142,16.66666667,7.253790344,UP,33.82352941,14.64614285,100.0,49.48989075,HP,7.253790344,49.48989075,7.253790344,49.48989075,28.37184055,UP,HP,HP,Least Concern (LC),Vulnerable (VU),Vulnerable (VU),./compiledSummaryDocs/Ribes/Ribes pinetorum_Run20200203_2020-08-17.html
Ribes quercetorum,1A,Food,Fruits,Ribes,"Currant, gooseberry",0.938967136,7.30655539,37.5,15.24850751,UP,22.79411765,17.92918011,87.5,42.74109925,HP,15.24850751,42.74109925,15.24850751,42.74109925,28.99480338,UP,HP,HP,Least Concern (LC),Vulnerable (VU),Vulnerable (VU),./compiledSummaryDocs/Ribes/Ribes quercetorum_Run20200203_2020-08-17.html
Ribes roezlii,1A,Food,Fruits,Ribes,"Currant, gooseberry",0.913043478,12.45205458,54.54545455,22.63685087,UP,25.18579686,20.67364518,100.0,48.61981401,HP,22.63685087,48.61981401,22.63685087,48.61981401,35.62833244,UP,HP,HP,Least Concern (LC),Possible Near Threatened (NT),Possible Near Threatened (NT),./compiledSummaryDocs/Ribes/Ribes roezlii_Run20200203_2020-08-18.html
Ribes roezlii var. amictum,1A,Food,Fruits,Ribes,"Currant, gooseberry",0.0,0.0,0.0,0.0,UP,16.66666667,28.43504625,100.0,48.36723764,HP,0.0,48.36723764,0.0,48.36723764,24.18361882,UP,HP,UP,Possible Near Threatened (NT),Endangered (EN),Endangered (EN),./compiledSummaryDocs/Ribes/Ribes roezlii var. amictum_Run20200203_2020-08-17.html
Ribes roezlii var. cruentum,1A,Food,Fruits,Ribes,"Currant, gooseberry",4.651162791,16.41427067,62.5,27.85514449,HP,10.75268817,11.38325651,87.5,36.54531489,HP,27.85514449,36.54531489,27.85514449,36.54531489,32.20022969,HP,HP,HP,Least Concern (LC),Endangered (EN),Endangered (EN),./compiledSummaryDocs/Ribes/Ribes roezlii var. cruentum_Run20200203_2020-08-17.html
Ribes roezlii var. roezlii,1A,Food,Fruits,Ribes,"Currant, gooseberry",0.0,0.0,0.0,0.0,UP,26.13636364,19.83280909,85.71428571,43.89448615,HP,0.0,43.89448615,0.0,43.89448615,21.94724307,UP,HP,UP,Least Concern (LC),Endangered (EN),Endangered (EN),./compiledSummaryDocs/Ribes/Ribes roezlii var. roezlii_Run20200203_2020-08-17.html
Ribes rotundifolium,1A,Food,Fruits,Ribes,"Currant, gooseberry",1.01663586,13.98183294,50.0,21.66615627,UP,9.405940594,5.38043603,87.5,34.09545887,HP,21.66615627,34.09545887,21.66615627,34.09545887,27.88080757,UP,HP,HP,Least Concern (LC),Vulnerable (VU),Vulnerable (VU),./compiledSummaryDocs/Ribes/Ribes rotundifolium_Run20200203_2020-08-17.html
Ribes sanguineum,1A,Food,Fruits,Ribes,"Currant, gooseberry",1.153014653,23.21826706,47.05882353,23.81003508,UP,12.08333333,12.45187895,88.23529412,37.5901688,HP,23.81003508,37.5901688,23.81003508,37.5901688,30.70010194,UP,HP,HP,Least Concern (LC),Possible Near Threatened (NT),Possible Near Threatened (NT),./compiledSummaryDocs/Ribes/Ribes sanguineum_Run20200203_2020-08-18.html
Ribes sanguineum var. glutinosum,1A,Food,Fruits,Ribes,"Currant, gooseberry",2.242990654,6.101832365,33.33333333,13.89271878,UP,12.5748503,13.44637691,100.0,42.00707574,HP,13.89271878,42.00707574,13.89271878,42.00707574,27.94989726,UP,HP,HP,Least Concern (LC),Endangered (EN),Endangered (EN),./compiledSummaryDocs/Ribes/Ribes sanguineum var. glutinosum_Run20200203_2020-08-17.html
Ribes sanguineum var. sanguineum,1A,Food,Fruits,Ribes,"Currant, gooseberry",3.461538462,0.0,0.0,1.153846154,UP,12.08791209,11.88968586,85.71428571,36.56396122,HP,1.153846154,36.56396122,1.153846154,36.56396122,18.85890369,UP,HP,UP,Least Concern (LC),Endangered (EN),Endangered (EN),./compiledSummaryDocs/Ribes/Ribes sanguineum var. sanguineum_Run20200203_2020-08-17.html
Ribes sericeum,1A,Food,Fruits,Ribes,"Currant, gooseberry",1.162790698,0.0,0.0,0.387596899,UP,11.42857143,27.45760678,100.0,46.29539273,HP,0.387596899,46.29539273,0.387596899,46.29539273,23.34149482,UP,HP,UP,Vulnerable (VU),Endangered (EN),Endangered (EN),./compiledSummaryDocs/Ribes/Ribes sericeum_Run20200203_2020-08-17.html
Ribes speciosum,1A,Food,Fruits,Ribes,"Currant, gooseberry",1.081359423,9.119542143,100.0,36.73363386,HP,7.192118227000001,11.17305738,100.0,39.45505854,HP,36.73363386,39.45505854,36.73363386,39.45505854,38.0943462,HP,HP,HP,Least Concern (LC),Vulnerable (VU),Vulnerable (VU),./compiledSummaryDocs/Ribes/Ribes speciosum_Run20200203_2020-08-17.html
Ribes thacherianum,1A,Food,Fruits,Ribes,"Currant, gooseberry",6.5359477120000005,32.85714286,100.0,46.46436352,HP,83.09859155,48.57142857,100.0,77.22334004,LP,46.46436352,77.22334004,46.46436352,77.22334004,61.84385178,HP,LP,MP,Least Concern (LC),Endangered (EN),Endangered (EN),./compiledSummaryDocs/Ribes/Ribes thacherianum_Run20200203_2020-08-17.html
Ribes triste,1A,Food,Fruits,Ribes,"Currant, gooseberry",0.724987917,0.913764321,7.894736842,3.177829693,UP,21.73350582,23.24250361,92.10526316,45.69375753,HP,3.177829693,45.69375753,3.177829693,45.69375753,24.43579361,UP,HP,UP,Least Concern (LC),Possible Near Threatened (NT),Possible Near Threatened (NT),./compiledSummaryDocs/Ribes/Ribes triste_Run20200203_2020-08-17.html
Ribes tularense,1A,Food,Fruits,Ribes,"Currant, gooseberry",2.777777778,0.0,0.0,0.925925926,UP,69.23076923,36.35388263,100.0,68.52821729,MP,0.925925926,68.52821729,0.925925926,68.52821729,34.72707161,UP,MP,HP,Endangered (EN),Endangered (EN),Endangered (EN),./compiledSummaryDocs/Ribes/Ribes tularense_Run20200203_2020-08-17.html
Ribes velutinum,1A,Food,Fruits,Ribes,"Currant, gooseberry",0.339640951,3.482797456,18.75,7.5241461360000015,UP,21.16182573,25.02881574,93.75,46.64688049,HP,7.5241461360000015,46.64688049,7.5241461360000015,46.64688049,27.08551331,UP,HP,HP,Least Concern (LC),Possible Near Threatened (NT),Possible Near Threatened (NT),./compiledSummaryDocs/Ribes/Ribes velutinum_Run20200203_2020-08-17.html
Ribes viburnifolium,1A,Food,Fruits,Ribes,"Currant, gooseberry",6.28742515,37.64525914,100.0,47.97756143,HP,41.66666667,5.777780267000001,100.0,49.14814898,HP,47.97756143,49.14814898,47.97756143,49.14814898,48.5628552,HP,HP,HP,Least Concern (LC),Endangered (EN),Endangered (EN),./compiledSummaryDocs/Ribes/Ribes viburnifolium_Run20200203_2020-08-17.html
Ribes viscosissimum,1A,Food,Fruits,Ribes,"Currant, gooseberry",0.614316239,8.219832552,45.0,17.94471626,UP,21.28895932,18.40443579,100.0,46.56446504,HP,17.94471626,46.56446504,17.94471626,46.56446504,32.25459065,UP,HP,HP,Least Concern (LC),Least Concern (LC),Least Concern (LC),./compiledSummaryDocs/Ribes/Ribes viscosissimum_Run20200203_2020-08-17.html
Ribes watsonianum,1A,Food,Fruits,Ribes,"Currant, gooseberry",1.973684211,0.0,0.0,0.657894737,UP,16.4556962,22.2784784,100.0,46.24472487,HP,0.657894737,46.24472487,0.657894737,46.24472487,23.4513098,UP,HP,UP,Least Concern (LC),Endangered (EN),Endangered (EN),./compiledSummaryDocs/Ribes/Ribes watsonianum_Run20200203_2020-08-17.html
